tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,p1_id,p1_seed,p1_entry,p1_name,p1_hand,p1_ht,p1_ioc,p1_age,p2_id,p2_seed,p2_entry,p2_name,p2_hand,p2_ht,p2_ioc,p2_age,score,best_of,round,minutes,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1stWon,p1_2ndWon,p1_SvGms,p1_bpSaved,p1_bpFaced,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1stWon,p2_2ndWon,p2_SvGms,p2_bpSaved,p2_bpFaced,p1_rank,p1_rank_points,p2_rank,p2_rank_points,RESULT
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,111794,0.0,0.0,0.0,0.0,180.0,0.0,29.216290212183434,105807,0.0,0.0,0.0,0.0,188.0,0.0,33.72279260780287,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,491,182,317,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,211663,0.0,0.0,0.0,0.0,185.0,0.0,18.61327857631759,126094,0.0,0.0,0.0,0.0,188.0,0.0,27.449007529089666,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,520,9,3520,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207830,0.0,0.0,0.0,0.0,183.0,0.0,24.468172484599588,124187,0.0,0.0,0.0,0.0,211.0,0.0,27.594113620807665,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1805,170,341,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207989,0.0,0.0,0.0,0.0,183.0,0.0,21.908966461327857,106415,0.0,0.0,0.0,0.0,170.0,0.0,29.511978097193705,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7010,65,807,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,208859,0.0,0.0,0.0,0.0,180.0,0.0,24.23271731690623,126127,0.0,0.0,0.0,0.0,183.0,0.0,28.813141683778234,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,571,64,819,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,111442,0.0,0.0,0.0,0.0,183.0,0.0,30.95003422313484,132686,0.0,0.0,0.0,0.0,185.0,0.0,28.11498973305955,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1695,33,1445,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,105902,0.0,0.0,0.0,0.0,183.0,0.0,33.19438740588638,106148,0.0,0.0,0.0,0.0,183.0,0.0,32.02737850787132,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,637,57,981,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,104925,0.0,0.0,0.0,0.0,188.0,0.0,37.86242299794661,210262,0.0,0.0,0.0,0.0,188.0,0.0,21.654346338124572,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3900,125,481,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,209950,0.0,0.0,0.0,0.0,185.0,0.0,20.804928131416837,111460,0.0,0.0,0.0,0.0,191.0,0.0,28.432580424366872,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2280,74,756,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200624,0.0,0.0,0.0,0.0,196.0,0.0,24.7419575633128,126846,0.0,0.0,0.0,0.0,188.0,0.0,28.98836413415469,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2065,68,778,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,209070,0.0,0.0,0.0,0.0,183.0,0.0,22.607802874743328,207985,0.0,0.0,0.0,0.0,183.0,0.0,23.71457905544148,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,732,92,632,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210150,0.0,0.0,0.0,0.0,193.0,0.0,19.583162217659137,134770,0.0,0.0,0.0,0.0,183.0,0.0,26.27652292950034,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1162,6,4210,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,106423,0.0,0.0,0.0,0.0,193.0,0.0,28.97741273100616,207733,0.0,0.0,0.0,0.0,193.0,0.0,23.27652292950034,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,766,18,2530,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200000,0.0,0.0,0.0,0.0,193.0,0.0,24.648870636550306,200221,0.0,0.0,0.0,0.0,183.0,0.0,25.824093086926762,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1905,66,790,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200273,0.0,0.0,0.0,0.0,188.0,0.0,26.61327857631759,200005,0.0,0.0,0.0,0.0,188.0,0.0,26.76659822039699,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,264,14,2765,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,100644,0.0,0.0,0.0,0.0,198.0,0.0,27.95003422313484,124079,0.0,0.0,0.0,0.0,185.0,0.0,27.933607118412045,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7635,44,1220,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,126205,0.0,0.0,0.0,0.0,185.0,0.0,27.876112251882272,105453,0.0,0.0,0.0,0.0,178.0,0.0,35.257357973990416,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3195,76,743,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200175,0.0,0.0,0.0,0.0,183.0,0.0,25.58590006844627,128034,0.0,0.0,0.0,0.0,196.0,0.0,28.136892539356605,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,1096,17,2555,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,209113,0.0,0.0,0.0,0.0,203.0,0.0,23.520191649555098,111575,0.0,0.0,0.0,0.0,198.0,0.0,28.865160848733744,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,646,19,2410,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,104792,0.0,0.0,0.0,0.0,193.0,0.0,38.58316221765914,127157,0.0,0.0,0.0,0.0,188.0,0.0,26.553045859000683,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1280,101,582,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,133430,0.0,0.0,0.0,0.0,185.0,0.0,25.9637234770705,207518,0.0,0.0,0.0,0.0,185.0,0.0,23.082135523613964,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,1006,15,2600,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,105807,0.0,0.0,0.0,0.0,188.0,0.0,33.72279260780287,210097,0.0,0.0,0.0,0.0,193.0,0.0,22.479123887748116,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182,317,20,2280,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207729,0.0,0.0,0.0,0.0,188.0,0.0,23.947296372347708,200282,0.0,0.0,0.0,0.0,183.0,0.0,26.12046543463381,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,448,8,3535,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,144895,0.0,0.0,0.0,0.0,180.0,0.0,25.95277207392197,106283,0.0,0.0,0.0,0.0,188.0,0.0,31.21902806297057,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,772,146,396,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,126203,0.0,0.0,0.0,0.0,196.0,0.0,27.427104722792606,106426,0.0,0.0,0.0,0.0,185.0,0.0,28.840520191649556,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5350,150,382,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,144869,0.0,0.0,0.0,0.0,196.0,0.0,25.706365503080082,106218,0.0,0.0,0.0,0.0,180.0,0.0,31.689938398357288,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1315,46,1175,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210317,0.0,0.0,0.0,0.0,188.0,0.0,21.7419575633128,210506,0.0,0.0,0.0,0.0,193.0,0.0,20.602327173169062,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,216,42,1270,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,206681,0.0,0.0,0.0,0.0,193.0,0.0,25.48186173853525,126207,0.0,0.0,0.0,0.0,188.0,0.0,27.197125256673512,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,960,16,2560,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,132283,0.0,0.0,0.0,0.0,191.0,0.0,29.892539356605067,211663,0.0,0.0,0.0,0.0,185.0,0.0,18.61327857631759,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1026,112,520,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,208029,0.0,0.0,0.0,0.0,188.0,0.0,21.92539356605065,126610,0.0,0.0,0.0,0.0,196.0,0.0,28.971937029431896,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2910,34,1380,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,206173,0.0,0.0,0.0,0.0,191.0,0.0,23.62696783025325,209262,0.0,0.0,0.0,0.0,183.0,0.0,24.095824777549623,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11830,173,336,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210530,0.0,0.0,0.0,0.0,180.0,0.0,19.331279945242983,106421,0.0,0.0,0.0,0.0,198.0,0.0,29.136892539356605,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,493,5,5030,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,126205,0.0,0.0,0.0,0.0,185.0,0.0,27.876112251882272,106148,0.0,0.0,0.0,0.0,183.0,0.0,32.02737850787132,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3195,57,981,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207989,0.0,0.0,0.0,0.0,183.0,0.0,21.908966461327857,132686,0.0,0.0,0.0,0.0,185.0,0.0,28.11498973305955,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7010,33,1445,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207985,0.0,0.0,0.0,0.0,183.0,0.0,23.71457905544148,100644,0.0,0.0,0.0,0.0,198.0,0.0,27.95003422313484,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,632,2,7635,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200221,0.0,0.0,0.0,0.0,183.0,0.0,25.824093086926762,210150,0.0,0.0,0.0,0.0,193.0,0.0,19.583162217659137,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,790,48,1162,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207830,0.0,0.0,0.0,0.0,183.0,0.0,24.468172484599588,104925,0.0,0.0,0.0,0.0,188.0,0.0,37.86242299794661,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1805,7,3900,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,208103,0.0,0.0,0.0,0.0,185.0,0.0,23.396988364134156,126127,0.0,0.0,0.0,0.0,183.0,0.0,28.813141683778234,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,1660,64,819,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207733,0.0,0.0,0.0,0.0,193.0,0.0,23.27652292950034,126846,0.0,0.0,0.0,0.0,188.0,0.0,28.98836413415469,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2530,68,778,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210506,0.0,0.0,0.0,0.0,193.0,0.0,20.602327173169062,111575,0.0,0.0,0.0,0.0,198.0,0.0,28.865160848733744,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1270,19,2410,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,104792,0.0,0.0,0.0,0.0,193.0,0.0,38.58316221765914,126203,0.0,0.0,0.0,0.0,196.0,0.0,27.427104722792606,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1280,4,5350,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,202103,0.0,0.0,0.0,0.0,185.0,0.0,26.635181382614647,200282,0.0,0.0,0.0,0.0,183.0,0.0,26.12046543463381,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1620,8,3535,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,132283,0.0,0.0,0.0,0.0,191.0,0.0,29.892539356605067,206681,0.0,0.0,0.0,0.0,193.0,0.0,25.48186173853525,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1026,59,960,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210530,0.0,0.0,0.0,0.0,180.0,0.0,19.331279945242983,144895,0.0,0.0,0.0,0.0,180.0,0.0,25.95277207392197,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,493,69,772,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207518,0.0,0.0,0.0,0.0,185.0,0.0,23.082135523613964,210097,0.0,0.0,0.0,0.0,193.0,0.0,22.479123887748116,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2600,20,2280,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,206173,0.0,0.0,0.0,0.0,191.0,0.0,23.62696783025325,106218,0.0,0.0,0.0,0.0,180.0,0.0,31.689938398357288,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11830,46,1175,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,208029,0.0,0.0,0.0,0.0,188.0,0.0,21.92539356605065,200175,0.0,0.0,0.0,0.0,183.0,0.0,25.58590006844627,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2910,51,1096,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200221,0.0,0.0,0.0,0.0,183.0,0.0,25.824093086926762,126205,0.0,0.0,0.0,0.0,185.0,0.0,27.876112251882272,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,790,11,3195,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200005,0.0,0.0,0.0,0.0,188.0,0.0,26.76659822039699,100644,0.0,0.0,0.0,0.0,198.0,0.0,27.95003422313484,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2765,2,7635,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,104925,0.0,0.0,0.0,0.0,188.0,0.0,37.86242299794661,208103,0.0,0.0,0.0,0.0,185.0,0.0,23.396988364134156,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3900,29,1660,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,206173,0.0,0.0,0.0,0.0,191.0,0.0,23.62696783025325,208029,0.0,0.0,0.0,0.0,188.0,0.0,21.92539356605065,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11830,13,2910,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,132283,0.0,0.0,0.0,0.0,191.0,0.0,29.892539356605067,210530,0.0,0.0,0.0,0.0,180.0,0.0,19.331279945242983,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1026,121,493,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210506,0.0,0.0,0.0,0.0,193.0,0.0,20.602327173169062,200282,0.0,0.0,0.0,0.0,183.0,0.0,26.12046543463381,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1270,8,3535,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,100644,0.0,0.0,0.0,0.0,198.0,0.0,27.95003422313484,126205,0.0,0.0,0.0,0.0,185.0,0.0,27.876112251882272,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7635,11,3195,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207989,0.0,0.0,0.0,0.0,183.0,0.0,21.908966461327857,104925,0.0,0.0,0.0,0.0,188.0,0.0,37.86242299794661,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7010,7,3900,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210097,0.0,0.0,0.0,0.0,193.0,0.0,22.479123887748116,132283,0.0,0.0,0.0,0.0,191.0,0.0,29.892539356605067,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2280,55,1026,1
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200282,0.0,0.0,0.0,0.0,183.0,0.0,26.12046543463381,206173,0.0,0.0,0.0,0.0,191.0,0.0,23.62696783025325,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3535,1,11830,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210097,0.0,0.0,0.0,0.0,193.0,0.0,22.479123887748116,206173,0.0,0.0,0.0,0.0,191.0,0.0,23.62696783025325,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2280,1,11830,0
AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,100644,0.0,0.0,0.0,0.0,198.0,0.0,27.95003422313484,206173,0.0,0.0,0.0,0.0,191.0,0.0,23.62696783025325,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7635,1,11830,0
